Date,Open,High,Low,Close,Volume,Amount
2019-01-16,5.01,5.01,5.01,5.01,10.0,5.01
2020-03-04,5.01,5.01,5.01,5.01,20.0,10.02
2020-03-05,5.01,5.01,5.01,5.01,250.0,125.25
2020-03-13,5.01,5.15,5.01,5.15,230.0,115.37
2020-05-20,7.0,7.0,7.0,7.0,9.0,6.3
2020-06-16,7.5,7.5,7.5,7.5,4.0,3.0
2020-06-19,7.7,7.7,7.7,7.7,6.0,4.62
2020-07-07,8.2,8.2,8.2,8.2,20.0,16.4
2020-07-08,10.0,10.0,10.0,10.0,20.0,20.0
2020-07-09,10.5,10.5,10.5,10.5,1.0,1.05
2020-07-10,10.5,10.5,10.49,10.5,20.0,20.99
2020-07-28,10.5,12.5,10.5,12.5,11.0,11.75
2020-08-24,6.35,6.35,6.35,6.35,10.0,6.35
2020-09-03,8.0,8.0,8.0,8.0,1.0,0.8
2020-09-07,9.5,9.5,9.5,9.5,1.0,0.95
2020-09-28,4.7,4.7,4.7,4.7,3.0,1.41
2020-11-13,4.7,4.7,3.7,3.75,45.0,17.7
2020-11-19,4.5,4.5,4.5,4.5,2.0,0.9
2020-11-24,4.02,4.02,4.0,4.0,11.0,4.404
2020-12-02,4.2,4.28,4.2,4.28,81.62,34.861
2020-12-03,5.01,5.01,5.01,5.01,6.0,3.006
2021-01-27,5.02,5.02,5.02,5.02,1.0,0.502
2021-03-02,6.78,6.78,6.78,6.78,1.0,0.678
2021-03-22,7.48,7.48,7.48,7.48,1.0,0.748
2021-03-23,7.98,7.98,7.98,7.98,1.0,0.798
2021-03-24,7.98,7.98,7.98,7.98,1.0,0.798
2021-03-25,7.98,7.98,7.98,7.98,1.0,0.798
2021-03-26,7.98,7.98,7.98,7.98,1.0,0.798
2021-03-29,8.48,8.48,8.48,8.48,1.0,0.848
2021-03-30,8.98,8.98,8.98,8.98,1.0,0.898
2021-03-31,8.98,8.98,8.98,8.98,1.0,0.898
2021-04-01,8.98,8.98,8.98,8.98,1.0,0.898
2021-04-02,8.98,8.98,8.98,8.98,1.0,0.898
2021-04-06,9.48,9.48,9.48,9.48,1.0,0.948
2021-04-07,9.4,9.4,9.4,9.4,1.0,0.94
2021-04-08,9.8,9.8,9.8,9.8,1.0,0.98
2021-04-09,9.78,9.78,9.78,9.78,1.0,0.978
2021-04-12,9.75,9.75,9.75,9.75,1.0,0.975
2021-04-13,9.97,9.97,9.97,9.97,1.0,0.997
2021-04-14,9.98,9.98,9.98,9.98,1.0,0.998
2021-04-15,9.98,9.98,9.98,9.98,1.0,0.998
2021-04-16,9.97,9.97,9.97,9.97,1.0,0.997
2021-04-19,9.96,9.96,9.96,9.96,1.0,0.996
2021-04-20,9.95,9.95,9.95,9.95,1.0,0.995
2021-04-21,9.9,9.9,9.9,9.9,1.0,0.99
2021-04-22,9.9,9.9,9.9,9.9,1.0,0.99
2021-04-23,9.89,9.89,9.89,9.89,1.0,0.989
2021-05-17,8.0,9.81,8.0,9.81,7.27,6.369
2021-05-26,8.01,9.7,8.01,9.61,14.7,12.263
2021-05-31,7.0,7.0,7.0,7.0,8.0,5.6
2021-06-17,3.61,3.61,3.61,3.61,4.0,1.444
2021-06-21,4.99,4.99,4.99,4.99,1.0,0.499
2021-06-22,8.99,8.99,8.99,8.99,1.0,0.899
2021-06-23,8.99,8.99,8.87,8.99,26.0,23.326
2022-06-10,5.85,6.5,5.71,5.79,114752.33,68112.529
2022-06-13,5.45,5.8,5.11,5.27,46723.08,25435.397
2022-06-14,5.22,5.22,5.04,5.11,19804.93,10061.825
2022-06-15,5.05,5.21,5.05,5.11,10992.99,5659.803
2022-06-16,5.11,5.17,5.05,5.12,7576.86,3863.421
2022-06-17,5.12,5.18,5.11,5.17,9177.28,4724.374
2022-06-20,5.18,5.2,5.09,5.11,6225.8,3189.991
2022-06-21,5.12,5.15,5.09,5.1,7864.56,4017.598
2022-06-22,5.09,5.09,5.05,5.06,4067.83,2061.845
2022-06-23,5.04,5.1,5.04,5.07,4707.63,2381.903
2022-06-24,5.07,5.13,5.06,5.06,3697.65,1878.119
2022-06-27,5.1,5.16,5.06,5.15,6746.0,3457.133
2022-06-28,5.15,5.43,5.14,5.32,26365.38,14006.885
2022-06-29,5.3,5.38,5.19,5.21,10723.06,5653.789
2022-06-30,5.18,5.23,5.16,5.19,3665.02,1901.908
2022-07-01,5.2,5.26,5.19,5.21,3064.26,1602.32
2022-07-04,5.21,5.29,5.17,5.24,4884.69,2561.493
2022-07-05,5.24,5.27,5.16,5.2,3166.73,1647.437
2022-07-06,5.16,5.22,5.13,5.16,3182.78,1643.115
2022-07-07,5.14,5.18,5.13,5.18,988.26,510.547
2022-07-08,5.18,5.18,5.15,5.15,1397.31,721.453
2022-07-11,5.13,5.22,5.13,5.16,1790.03,922.757
2022-07-12,5.15,5.3,5.15,5.23,4301.78,2251.711
2022-07-13,5.24,5.26,5.15,5.19,3248.47,1684.667
2022-07-14,5.19,5.27,5.14,5.16,3878.49,2014.485
2022-07-15,5.14,5.2,5.13,5.13,2580.42,1327.462
2022-07-18,5.1,5.16,5.1,5.14,3777.68,1934.61
2022-07-19,5.14,5.16,5.12,5.14,2287.35,1176.423
2022-07-20,5.14,5.21,5.13,5.17,4702.64,2432.718
2022-07-21,5.17,5.17,5.12,5.15,1910.88,980.729
2022-07-22,5.15,5.17,5.12,5.13,1669.78,856.702
2022-07-25,5.11,5.12,5.07,5.1,2364.4,1202.755
2022-07-26,5.09,5.25,5.08,5.22,7778.31,4022.997
2022-07-27,5.15,5.47,5.15,5.39,24330.79,13084.508
2022-07-28,5.36,5.43,5.2,5.31,10232.99,5420.402
